,Name,Wage,Value,Difference
4851,S. Kerk,12000.0,2400000.0,2388000.0
4852,B. Davies,7000.0,2400000.0,2393000.0
4853,Iago,4000.0,1900000.0,1896000.0
4854,Victor Fachinhas,9000.0,725000.0,716000.0
4855,K. Leerdam,5000.0,1400000.0,1395000.0
4856,Javi Ros,7000.0,1800000.0,1793000.0
4857,C. Şahin,9000.0,2400000.0,2391000.0
4858,M. Matos,6000.0,825000.0,819000.0
4859,William,13000.0,1500000.0,1487000.0
4860,J. Delaplace,6000.0,1300000.0,1294000.0
4861,C. Janker,12000.0,725000.0,713000.0
4862,B. Heynen,7000.0,2600000.0,2593000.0
4863,Bismark,10000.0,2200000.0,2190000.0
4864,Ortuño,6000.0,1900000.0,1894000.0
4865,M. Azira,5000.0,1300000.0,1295000.0
4866,J. Rodríguez,7000.0,2100000.0,2093000.0
4867,F. González,10000.0,1600000.0,1590000.0
4868,M. Falzerano,4000.0,2000000.0,1996000.0
4869,C. Ascues,5000.0,2000000.0,1995000.0
4870,Akapo,11000.0,2000000.0,1989000.0
4871,M. Friedrich,13000.0,2300000.0,2287000.0
4872,David Fernández,6000.0,725000.0,719000.0
4873,R. Ziegler,5000.0,1000000.0,995000.0
4874,A. Ábalos,2000.0,1400000.0,1398000.0
4875,V. Sarı,8000.0,1400000.0,1392000.0
4876,D. Keet,0.0,0.0,0.0
4877,N. Leyes,7000.0,1400000.0,1393000.0
4878,P. Hatzidiakos,6000.0,2300000.0,2294000.0
4879,J. Makengo,12000.0,2800000.0,2788000.0
4880,D. Opare,7000.0,1500000.0,1493000.0
4881,D. Schmidt,7000.0,1200000.0,1193000.0
4882,L. Castaignos,8000.0,2300000.0,2292000.0
4883,R. Azeez,5000.0,1900000.0,1895000.0
4884,D. Antolić,7000.0,1800000.0,1793000.0
4885,D. Jevtić,6000.0,2200000.0,2194000.0
4886,Y. Kobayashi,6000.0,2100000.0,2094000.0
4887,E. Seka,4000.0,1200000.0,1196000.0
4888,M. Volta,3000.0,1200000.0,1197000.0
4889,Aridane,6000.0,1600000.0,1594000.0
4890,B. Schenkeveld,7000.0,1800000.0,1793000.0
4891,Allan Ardaújo,10000.0,1700000.0,1690000.0
4892,M. Bero,7000.0,2600000.0,2593000.0
4893,C. Chantôme,4000.0,1600000.0,1596000.0
4894,D. Hoesen,5000.0,2100000.0,2095000.0
4895,A. Machado,5000.0,725000.0,720000.0
4896,Rodolfo,8000.0,2200000.0,2192000.0
4897,M. Targett,19000.0,2300000.0,2281000.0
4898,R. Dwamena,12000.0,2800000.0,2788000.0
4899,K. Laribi,3000.0,1800000.0,1797000.0
4900,Bruno Nascimento,7000.0,1700000.0,1693000.0
4901,J. Souttar,4000.0,2800000.0,2796000.0
4902,L. Faravelli,8000.0,2300000.0,2292000.0
4903,O. Okwonkwo,14000.0,3900000.0,3886000.0
4904,D. Zuma,1000.0,2500000.0,2499000.0
4905,J. Busk,10000.0,1700000.0,1690000.0
4906,D. Delgado,2000.0,2100000.0,2098000.0
4907,N. Mihajlović,6000.0,2400000.0,2394000.0
4908,Lucas Áfrico,5000.0,2000000.0,1995000.0
4909,D. Lévêque,1000.0,1400000.0,1399000.0
4910,R. Himmelmann,8000.0,1200000.0,1192000.0
4911,Y. Kashiwagi,7000.0,1600000.0,1593000.0
4912,A. Rrahmani,1000.0,2000000.0,1999000.0
4913,P. Sagna,4000.0,1500000.0,1496000.0
4914,J. Archer,6000.0,1600000.0,1594000.0
4915,M. Pedersen,4000.0,1800000.0,1796000.0
4916,P. Helland,5000.0,1800000.0,1795000.0
4917,Y. Moreno,14000.0,2700000.0,2686000.0
4918,K. Hämäläinen,6000.0,1600000.0,1594000.0
4919,S. Pocognoli,8000.0,1300000.0,1292000.0
4920,G. Leadbitter,26000.0,1000000.0,974000.0
4921,H. Quiñones,2000.0,1700000.0,1698000.0
4922,Ansel Barnisco,11000.0,1300000.0,1289000.0
4923,I. El Adoua,7000.0,1200000.0,1193000.0
4924,J. Angulo,2000.0,1300000.0,1298000.0
4925,J. Berthomier,6000.0,1800000.0,1794000.0
4926,E. Rolón,5000.0,2100000.0,2095000.0
4927,A. Frączczak,4000.0,1700000.0,1696000.0
4928,R. Wolski,5000.0,2200000.0,2195000.0
4929,J. Pearce,7000.0,1300000.0,1293000.0
4930,N. Moro,1000.0,2700000.0,2699000.0
4931,B. Aouacheria,4000.0,2400000.0,2396000.0
4932,J. McEachran,22000.0,2200000.0,2178000.0
4933,P. Wszołek,6000.0,1900000.0,1894000.0
4934,L. Baker,20000.0,2600000.0,2580000.0
4935,Alfonso Herrero,4000.0,1800000.0,1796000.0
4936,A. Măţel,1000.0,1400000.0,1399000.0
4937,K. Rosenberry,4000.0,2000000.0,1996000.0
4938,L. Thy,9000.0,2200000.0,2191000.0
4939,Koo Ja Ryong,5000.0,1800000.0,1795000.0
4940,D. Fry,18000.0,3100000.0,3082000.0
4941,R. Leeuwin,7000.0,1300000.0,1293000.0
4942,R. Fernández,13000.0,1900000.0,1887000.0
4943,A. Timofeev,1000.0,2400000.0,2399000.0
4944,Rodrigo Pinho,7000.0,1900000.0,1893000.0
4945,H. Vaca,0.0,0.0,0.0
4946,J. Worrall,17000.0,3100000.0,3083000.0
4947,A. El Jadeyaoui,4000.0,1600000.0,1596000.0
4948,M. Eriksson,5000.0,1800000.0,1795000.0
4949,Y. Kalfa,8000.0,2200000.0,2192000.0
4950,C. Vilches,7000.0,550000.0,543000.0
4951,C. Dessers,10000.0,2400000.0,2390000.0
4952,A. Kara,10000.0,2200000.0,2190000.0
4953,C. Dunkley,26000.0,1800000.0,1774000.0
4954,F. Deli,2000.0,2500000.0,2498000.0
4955,Jefferson Santos,5000.0,1800000.0,1795000.0
4956,Kim Seung Dae,5000.0,1800000.0,1795000.0
4957,M. Mancienne,5000.0,1300000.0,1295000.0
4958,C. Gardner,16000.0,1500000.0,1484000.0
4959,M. Danielson,4000.0,1600000.0,1596000.0
4960,A. Seculin,7000.0,1400000.0,1393000.0
4961,O. Hüsing,3000.0,1900000.0,1897000.0
4962,A. Totovytskyi,1000.0,2200000.0,2199000.0
4963,Fede Vico,13000.0,2400000.0,2387000.0
4964,R. Robayo,2000.0,550000.0,548000.0
4965,M. Gori,9000.0,2100000.0,2091000.0
4966,Miguel Torres,6000.0,1000000.0,994000.0
4967,Montoro,5000.0,1300000.0,1295000.0
4968,N. Paz,15000.0,2000000.0,1985000.0
4969,U. Uçar,12000.0,1200000.0,1188000.0
4970,D. Blum,19000.0,2100000.0,2081000.0
4971,M. Hefele,24000.0,1700000.0,1676000.0
4972,C. Bieler,8000.0,925000.0,917000.0
4973,S. Johnson,4000.0,1400000.0,1396000.0
4974,K. Coulibaly,15000.0,1900000.0,1885000.0
4975,Saúl,5000.0,2000000.0,1995000.0
4976,I. Dia,9000.0,1600000.0,1591000.0
4977,B. Myhill,9000.0,425000.0,416000.0
4978,D. Kuciak,4000.0,900000.0,896000.0
4979,Pablo Marí,39000.0,2100000.0,2061000.0
4980,Moon Seon Min,4000.0,1900000.0,1896000.0
4981,K. Steppe,6000.0,1400000.0,1394000.0
4982,C. Insaurralde,32000.0,1900000.0,1868000.0
4983,J. Domínguez,3000.0,1200000.0,1197000.0
4984,L. Gregory,10000.0,1800000.0,1790000.0
4985,M. Mittelstädt,10000.0,2700000.0,2690000.0
4986,M. Romero,5000.0,3800000.0,3795000.0
4987,D. Damjanović,5000.0,625000.0,620000.0
4988,Alam Basteirinho,10000.0,1900000.0,1890000.0
4989,Lee Seung Woo,3000.0,2800000.0,2797000.0
4990,N. Gorosito,5000.0,1400000.0,1395000.0
4991,M. Trávník,0.0,0.0,0.0
4992,G. Gardner,11000.0,1900000.0,1889000.0
4993,Lee Seung Gi,7000.0,1600000.0,1593000.0
4994,C. Forsyth,22000.0,1300000.0,1278000.0
4995,D. Lenihan,18000.0,2000000.0,1982000.0
4996,F. Klein,9000.0,1200000.0,1191000.0
4997,A. Weber,4000.0,1200000.0,1196000.0
4998,F. Haugen,4000.0,2200000.0,2196000.0
4999,T. Bruns,8000.0,2200000.0,2192000.0
5000,C. González,12000.0,2300000.0,2288000.0
5001,M. Coronel,8000.0,1600000.0,1592000.0
5002,M. Schuhen,3000.0,1600000.0,1597000.0
5003,J. Knudsen,6000.0,1800000.0,1794000.0
5004,Q. Martinus,7000.0,1900000.0,1893000.0
5005,G. Gianniotas,1000.0,2200000.0,2199000.0
5006,F. De Paul,5000.0,1500000.0,1495000.0
5007,Kangin Lee,8000.0,3500000.0,3492000.0
5008,N. Carreño,1000.0,2000000.0,1999000.0
5009,J. Sánchez,2000.0,1300000.0,1298000.0
5010,Lee Jae Sung,7000.0,1400000.0,1393000.0
5011,Kim Eun Sun,5000.0,1300000.0,1295000.0
5012,D. Moreno,2000.0,1800000.0,1798000.0
5013,A. Isaksson,2000.0,240000.0,238000.0
5014,V. van Crooij,6000.0,2400000.0,2394000.0
5015,M. D'Alessandro,14000.0,1900000.0,1886000.0
5016,R. Windbichler,5000.0,1700000.0,1695000.0
5017,C. Corvalán,8000.0,1300000.0,1292000.0
5018,R. Raldes,0.0,0.0,0.0
5019,C. Adam,23000.0,1300000.0,1277000.0
5020,Renaldo Justinho,12000.0,900000.0,888000.0
5021,Y. Wissa,4000.0,3200000.0,3196000.0
5022,A. Saldívar,9000.0,1200000.0,1191000.0
5023,A. Stoian,3000.0,1900000.0,1897000.0
5024,N. Obiora,5000.0,1700000.0,1695000.0
5025,S. Salger,9000.0,1400000.0,1391000.0
5026,B. Meling,4000.0,2000000.0,1996000.0
5027,Macarinho Louro,8000.0,1700000.0,1692000.0
5028,S. Ireland,7000.0,1600000.0,1593000.0
5029,S. De Ridder,9000.0,1600000.0,1591000.0
5030,M. Coutadeur,4000.0,1000000.0,996000.0
5031,W. Grigg,30000.0,2100000.0,2070000.0
5032,K. Barbarouses,7000.0,1800000.0,1793000.0
5033,Ricardo Ferreira,5000.0,1400000.0,1395000.0
5034,G. Belaud,4000.0,1200000.0,1196000.0
5035,Clerc,6000.0,1800000.0,1794000.0
5036,L. Mugni,11000.0,2200000.0,2189000.0
5037,A. Faurlín,5000.0,1200000.0,1195000.0
5038,M. Barbieri,9000.0,2100000.0,2091000.0
5039,Javi Guerra,9000.0,625000.0,616000.0
5040,R. Braña,6000.0,120000.0,114000.0
5041,L. Benegas,8000.0,1800000.0,1792000.0
5042,S. Hogan,12000.0,2200000.0,2188000.0
5043,Pêpê,5000.0,2800000.0,2795000.0
5044,Park Joo Ho,5000.0,1500000.0,1495000.0
5045,R. Maiello,10000.0,2100000.0,2090000.0
5046,B. Guillaume,12000.0,2500000.0,2488000.0
5047,Vinicius Trieiro,11000.0,1500000.0,1489000.0
5048,Christian Fernández,6000.0,1000000.0,994000.0
5049,F. Fragapane,8000.0,2200000.0,2192000.0
5050,A. Chipciu,1000.0,1700000.0,1699000.0
5051,E. Koulouris,0.0,0.0,0.0
5052,Raphael Paneira,17000.0,1700000.0,1683000.0
5053,C. Espinoza,15000.0,2500000.0,2485000.0
5054,C. Borja,12000.0,1900000.0,1888000.0
5055,M. Pouraliganji,7000.0,1800000.0,1793000.0
5056,Jailson Oliva,16000.0,1500000.0,1484000.0
5057,Jordi Mboula,15000.0,3800000.0,3785000.0
5058,F. Hasani,13000.0,1800000.0,1787000.0
5059,J. Sambia,10000.0,2600000.0,2590000.0
5060,Jorge Sáenz,4000.0,2500000.0,2496000.0
5061,P. Mahlambi,0.0,0.0,0.0
5062,D. McGoldrick,9000.0,1700000.0,1691000.0
5063,G. Kagelmacher,8000.0,1300000.0,1292000.0
5064,N. Leali,2000.0,1600000.0,1598000.0
5065,M. Pospíšil,6000.0,1900000.0,1894000.0
5066,A. Aguerre,8000.0,1500000.0,1492000.0
5067,M. Robak,4000.0,825000.0,821000.0
5068,Javi Márquez,6000.0,1300000.0,1294000.0
5069,C. Ramos,19000.0,1400000.0,1381000.0
5070,T. Bunbury,6000.0,1800000.0,1794000.0
5071,D. Cvetinović,4000.0,1400000.0,1396000.0
5072,L. Ajorque,10000.0,2400000.0,2390000.0
5073,R. Nissen Kristensen,6000.0,2400000.0,2394000.0
5074,T. Hiariej,2000.0,1400000.0,1398000.0
5075,J. Marveaux,3000.0,425000.0,422000.0
5076,M. Kone,9000.0,1800000.0,1791000.0
5077,F. Holland,10000.0,1500000.0,1490000.0
5078,C. Suárez,3000.0,1200000.0,1197000.0
5079,B. Safari,4000.0,675000.0,671000.0
5080,M. Varnier,2000.0,3500000.0,3498000.0
5081,B. Kadrii,9000.0,1900000.0,1891000.0
5082,J. Paredes,0.0,0.0,0.0
5083,Aitor García,5000.0,2400000.0,2395000.0
5084,L. Spalvis,4000.0,2500000.0,2496000.0
5085,M. Stoppelkamp,5000.0,1600000.0,1595000.0
5086,T. Itō,6000.0,3100000.0,3094000.0
5087,Nenê,5000.0,925000.0,920000.0
5088,C. Strohdiek,7000.0,1300000.0,1293000.0
5089,J. Brabec,8000.0,1900000.0,1892000.0
5090,S. Çikalleshi,15000.0,1900000.0,1885000.0
5091,L. García,9000.0,1700000.0,1691000.0
5092,M. Wasilewski,3000.0,240000.0,237000.0
5093,S. Griesbeck,7000.0,1500000.0,1493000.0
5094,J. Benítez,3000.0,1900000.0,1897000.0
5095,Diogildo Peixe,10000.0,1700000.0,1690000.0
5096,N. Ibáñez,5000.0,240000.0,235000.0
5097,I. Uche,6000.0,925000.0,919000.0
5098,D. Dessena,17000.0,1500000.0,1483000.0
5099,R. Ovelar,3000.0,1400000.0,1397000.0
5100,V. Mannone,14000.0,1100000.0,1086000.0
5101,J. Gillet,4000.0,120000.0,116000.0
5102,L. Venuti,21000.0,2000000.0,1979000.0
5103,J. Meneses,17000.0,2200000.0,2183000.0
5104,G. Maniatis,8000.0,1200000.0,1192000.0
5105,A. Mabil,12000.0,2600000.0,2588000.0
5106,M. Olivera,24000.0,1800000.0,1776000.0
5107,J. Madueña,13000.0,1400000.0,1387000.0
5108,R. Kurzawa,10000.0,2200000.0,2190000.0
5109,F. Pellegrino,6000.0,1000000.0,994000.0
5110,N. Ampomah,6000.0,2500000.0,2494000.0
5111,C. Fuentes,6000.0,1900000.0,1894000.0
5112,O. Burke,14000.0,3100000.0,3086000.0
5113,Sandro Manoel,12000.0,1400000.0,1388000.0
5114,K. Dowell,31000.0,3400000.0,3369000.0
5115,N. Leguizamón,8000.0,2800000.0,2792000.0
5116,G. Espinoza,8000.0,1800000.0,1792000.0
5117,A. Balić,11000.0,2500000.0,2489000.0
5118,M. Dos Santos,15000.0,1400000.0,1385000.0
5119,Breno Bemposta,11000.0,550000.0,539000.0
5120,B. Capon,9000.0,1700000.0,1691000.0
5121,C. Hudson-Odoi,25000.0,3500000.0,3475000.0
5122,Ruiz de Galarreta,6000.0,2300000.0,2294000.0
5123,V. Osimhen,12000.0,3100000.0,3088000.0
5124,Mauro Júnior,4000.0,3100000.0,3096000.0
5125,M. Casierra,1000.0,975000.0,974000.0
5126,L. Cáceda,0.0,0.0,0.0
5127,B. Nieuwkoop,6000.0,2000000.0,1994000.0
5128,M. Cash,19000.0,3100000.0,3081000.0
5129,P. Huntington,8000.0,1300000.0,1292000.0
5130,A. Paločević,6000.0,2300000.0,2294000.0
5131,L. Sequeira,8000.0,2600000.0,2592000.0
5132,A. Bouka Moutou,8000.0,1300000.0,1292000.0
5133,I. Saadi,12000.0,2100000.0,2088000.0
5134,J. Shackell,10000.0,550000.0,540000.0
5135,D. Wheater,6000.0,1200000.0,1194000.0
5136,L. Tomlin,25000.0,1700000.0,1675000.0
5137,N. Viola,4000.0,1800000.0,1796000.0
5138,O. Shevchenko,1000.0,1500000.0,1499000.0
5139,Marlinito Dias,14000.0,550000.0,536000.0
5140,Marc Cardona,57000.0,2800000.0,2743000.0
5141,J. Rivierez,5000.0,1300000.0,1295000.0
5142,A. Crescenzi,3000.0,1700000.0,1697000.0
5143,José Arnáiz,13000.0,2700000.0,2687000.0
5144,L. Giannetti,7000.0,2100000.0,2093000.0
5145,R. Boffin,8000.0,1100000.0,1092000.0
5146,R. Ramírez,3000.0,1800000.0,1797000.0
5147,D. von Ballmoos,8000.0,2100000.0,2092000.0
5148,T. Carson,4000.0,1100000.0,1096000.0
5149,T. Tawatha,16000.0,1500000.0,1484000.0
5150,J. Martins Pereira,5000.0,975000.0,970000.0
5151,P. Gallagher,9000.0,1000000.0,991000.0
5152,M. Morrison,14000.0,1300000.0,1286000.0
5153,C. Fierro,12000.0,2300000.0,2288000.0
5154,Bruno Moreira,6000.0,1700000.0,1694000.0
5155,F. Ayité,31000.0,1700000.0,1669000.0
5156,F. Zuculini,8000.0,1800000.0,1792000.0
5157,J. Morrow,5000.0,1300000.0,1295000.0
5158,Vítor Gonçalves,7000.0,2100000.0,2093000.0
5159,Wei Shihao,9000.0,2400000.0,2391000.0
5160,J. Cuffaut,4000.0,1300000.0,1296000.0
5161,Y. Touzghar,6000.0,1600000.0,1594000.0
5162,L. Evans,7000.0,2300000.0,2293000.0
5163,Luan Sendeiro,13000.0,1500000.0,1487000.0
5164,Iriome,6000.0,1600000.0,1594000.0
5165,J. Cortés,12000.0,1800000.0,1788000.0
5166,E. Bologna,6000.0,240000.0,234000.0
5167,A. Batalla,8000.0,2000000.0,1992000.0
5168,M. Formica,11000.0,1700000.0,1689000.0
5169,J. Robinson,20000.0,2000000.0,1980000.0
5170,Matheus Cunha,14000.0,3800000.0,3786000.0
5171,M. George,12000.0,2400000.0,2388000.0
5172,Nino,4000.0,625000.0,621000.0
5173,X. Kouassi,16000.0,1400000.0,1384000.0
5174,G. Kerk,10000.0,2400000.0,2390000.0
5175,J. Bacuna,18000.0,2500000.0,2482000.0
5176,Y. Boli,7000.0,2300000.0,2293000.0
5177,Lasure,5000.0,2100000.0,2095000.0
5178,J. Van Rankin,10000.0,1900000.0,1890000.0
5179,S. Luperto,19000.0,2500000.0,2481000.0
5180,Pita,5000.0,725000.0,720000.0
5181,Dani Jiménez,5000.0,1500000.0,1495000.0
5182,J. Williams,23000.0,2300000.0,2277000.0
5183,Philipe Sampaio,6000.0,2100000.0,2094000.0
5184,D. Sow,9000.0,3100000.0,3091000.0
5185,Sevinho Santos,17000.0,1700000.0,1683000.0
5186,M. Pajač,16000.0,2200000.0,2184000.0
5187,J. Domínguez,13000.0,1300000.0,1287000.0
5188,J. Wurtz,12000.0,2100000.0,2088000.0
5189,Derley,8000.0,1700000.0,1692000.0
5190,C. Coosemans,8000.0,1600000.0,1592000.0
5191,Gabriel Xavier,5000.0,2300000.0,2295000.0
5192,H. Moukoudi,3000.0,2700000.0,2697000.0
5193,N. Dyer,16000.0,1700000.0,1684000.0
5194,H. Menosse,8000.0,1200000.0,1192000.0
5195,César Arzo,5000.0,1000000.0,995000.0
5196,M. Manotas,5000.0,2500000.0,2495000.0
5197,Waguininho,6000.0,1800000.0,1794000.0
5198,A. Jędrzejczyk,6000.0,1300000.0,1294000.0
5199,C. Diandy,8000.0,1700000.0,1692000.0
5200,J. Toledo,8000.0,1400000.0,1392000.0
5201,W. Zahibo,4000.0,2000000.0,1996000.0
5202,J. Dudziak,8000.0,2000000.0,1992000.0
5203,P. Franco,22000.0,1700000.0,1678000.0
5204,R. Jenssen,4000.0,1600000.0,1596000.0
5205,Dodô,2000.0,2900000.0,2898000.0
5206,M. Donald,9000.0,1700000.0,1691000.0
5207,A. Sissoko,10000.0,1400000.0,1390000.0
5208,Renato Chaves,13000.0,1400000.0,1387000.0
5209,M. Odubajo,18000.0,1900000.0,1882000.0
5210,W. Vaulks,15000.0,1800000.0,1785000.0
5211,Y. Al Shehri,21000.0,1800000.0,1779000.0
5212,D. Cerén,5000.0,1400000.0,1395000.0
5213,E. Arango,1000.0,2400000.0,2399000.0
5214,C. Mandanne,5000.0,1100000.0,1095000.0
5215,C. Traoré,10000.0,2200000.0,2190000.0
5216,F. Acuña,5000.0,1700000.0,1695000.0
5217,D. Aleksić,9000.0,2000000.0,1991000.0
5218,L. Boyce,7000.0,2100000.0,2093000.0
5219,J. Scowen,6000.0,2100000.0,2094000.0
5220,J. Murillo,3000.0,2700000.0,2697000.0
5221,J. San Román,7000.0,1300000.0,1293000.0
5222,S. Štilić,5000.0,1700000.0,1695000.0
5223,M. Yıldırım,6000.0,1400000.0,1394000.0
5224,Gus Ledes,5000.0,1900000.0,1895000.0
5225,R. Alioui,12000.0,2200000.0,2188000.0
5226,V. Huerta,3000.0,1900000.0,1897000.0
5227,S. Kaya,1000.0,1800000.0,1799000.0
5228,S. Delev,5000.0,1800000.0,1795000.0
5229,K. Ehizibue,5000.0,2000000.0,1995000.0
5230,D. Larsson,10000.0,1600000.0,1590000.0
5231,B. Urribarri,8000.0,1200000.0,1192000.0
5232,D. Williams,20000.0,1800000.0,1780000.0
5233,J. García,8000.0,1100000.0,1092000.0
5234,L. Cattermole,8000.0,1300000.0,1292000.0
5235,P. Álvarez,9000.0,500000.0,491000.0
5236,A. Putsila,12000.0,1600000.0,1588000.0
5237,K. Kanatsızkuş,8000.0,2600000.0,2592000.0
5238,Momo,5000.0,775000.0,770000.0
5239,E. Godoy,6000.0,2100000.0,2094000.0
5240,C. Bovo,2000.0,425000.0,423000.0
5241,J. Meredith,8000.0,1300000.0,1292000.0
5242,B. Henning,6000.0,2400000.0,2394000.0
5243,O. Petrák,12000.0,1800000.0,1788000.0
5244,B. Röcker,14000.0,1400000.0,1386000.0
5245,R. Cardozo,0.0,0.0,0.0
5246,M. Duelund,1000.0,2600000.0,2599000.0
5247,M. Seuntjens,9000.0,2100000.0,2091000.0
5248,Nilson Padilho,10000.0,1700000.0,1690000.0
5249,G. Gómez,1000.0,550000.0,549000.0
5250,Dai Lin,10000.0,1300000.0,1290000.0
5251,M. Budimir,1000.0,1400000.0,1399000.0
5252,Javi Lara,6000.0,1300000.0,1294000.0
5253,Alef,1000.0,2100000.0,2099000.0
5254,J. Palacios,3000.0,1400000.0,1397000.0
5255,C. Henao,3000.0,1400000.0,1397000.0
5256,C. Yambéré,8000.0,1700000.0,1692000.0
5257,O. Dramé,5000.0,2100000.0,2095000.0
5258,S. Michel,8000.0,1900000.0,1892000.0
5259,S. Özcan,9000.0,3900000.0,3891000.0
5260,M. Correia,7000.0,1400000.0,1393000.0
5261,J. Harrison,37000.0,3100000.0,3063000.0
5262,F. Diabaté,27000.0,2600000.0,2573000.0
5263,E. Torres,12000.0,2300000.0,2288000.0
5264,R. Improta,3000.0,2300000.0,2297000.0
5265,N. Hauptmann,10000.0,2900000.0,2890000.0
5266,A. Bouhaddouz,10000.0,1600000.0,1590000.0
5267,S. Ubilla,8000.0,1900000.0,1892000.0
5268,Francisco Ramos,5000.0,2600000.0,2595000.0
5269,J. Roa,3000.0,2100000.0,2097000.0
5270,K. N'Doram,24000.0,2400000.0,2376000.0
5271,J. Torunarigha,10000.0,2700000.0,2690000.0
5272,C. Deac,0.0,0.0,0.0
5273,Marc Gual,9000.0,2500000.0,2491000.0
5274,B. Samudio,8000.0,2700000.0,2692000.0
5275,S. Bassong,7000.0,1200000.0,1193000.0
5276,S. Manolev,0.0,0.0,0.0
5277,A. Letellier,9000.0,1400000.0,1391000.0
5278,I. Ezekiel,8000.0,2400000.0,2392000.0
5279,C. Oliveira Souza,5000.0,2700000.0,2695000.0
5280,J. Palmieri,4000.0,1200000.0,1196000.0
5281,M. Larrondo,14000.0,1800000.0,1786000.0
5282,J. Colback,23000.0,1400000.0,1377000.0
5283,T. Kister,4000.0,1200000.0,1196000.0
5284,N. Omladič,7000.0,1800000.0,1793000.0
5285,P. Cuadra,11000.0,2800000.0,2789000.0
5286,I. Plastun,11000.0,1700000.0,1689000.0
5287,W. Dutoit,7000.0,1200000.0,1193000.0
5288,M. Matvienko,1000.0,2500000.0,2499000.0
5289,A. Chatzigiovanis,1000.0,2600000.0,2599000.0
5290,M. Ardemagni,3000.0,1600000.0,1597000.0
5291,A. Pearce,22000.0,1400000.0,1378000.0
5292,E. Imorou,12000.0,1300000.0,1288000.0
5293,M. Franke,14000.0,1900000.0,1886000.0
5294,F. Falco,3000.0,2100000.0,2097000.0
5295,L. Villalba,9000.0,2000000.0,1991000.0
5296,Tiago Lopes,8000.0,1300000.0,1292000.0
5297,Diogo Viana,4000.0,1400000.0,1396000.0
5298,M. El Kabir,14000.0,1800000.0,1786000.0
5299,O. Nguette,5000.0,2400000.0,2395000.0
5300,A. Engin,4000.0,3200000.0,3196000.0
5301,J. Ortiz,9000.0,875000.0,866000.0
5302,S. Khelifi,8000.0,2400000.0,2392000.0
5303,J. Reine-Adélaïde,11000.0,3200000.0,3189000.0
5304,K. Kronholm,6000.0,1000000.0,994000.0
5305,N. Ninković,3000.0,2600000.0,2597000.0
5306,M. Gakpa,4000.0,2300000.0,2296000.0
5307,Eber Bessa,4000.0,2100000.0,2096000.0
5308,C. Valencia,3000.0,1100000.0,1097000.0
5309,B. Mokulu,3000.0,1800000.0,1797000.0
5310,D. Johnson,8000.0,2200000.0,2192000.0
5311,D. Marney,6000.0,875000.0,869000.0
5312,M. Kieftenbeld,15000.0,1600000.0,1585000.0
5313,P. Heise,10000.0,1600000.0,1590000.0
5314,A. Rudko,1000.0,1600000.0,1599000.0
5315,L. Mchedlidze,9000.0,1800000.0,1791000.0
5316,H. Al Moqahwi,20000.0,1700000.0,1680000.0
5317,S. Fletcher,17000.0,1600000.0,1583000.0
5318,K. Danso,5000.0,2400000.0,2395000.0
5319,C. Tiffert,3000.0,240000.0,237000.0
5320,T. Asano,39000.0,2400000.0,2361000.0
5321,G. Torres,4000.0,1800000.0,1796000.0
5322,S. Napoleoni,14000.0,1400000.0,1386000.0
5323,A. Konradsen,5000.0,1800000.0,1795000.0
5324,K. Günter,8000.0,2000000.0,1992000.0
5325,S. Medojević,10000.0,1500000.0,1490000.0
5326,Anuar,9000.0,2100000.0,2091000.0
5327,Sastre,13000.0,1300000.0,1287000.0
5328,G. Pinzi,2000.0,240000.0,238000.0
5329,Jona,7000.0,1800000.0,1793000.0
5330,Daniel Amora,11000.0,1300000.0,1289000.0
5331,P. Toranzo,7000.0,600000.0,593000.0
5332,Carlinhos,8000.0,2300000.0,2292000.0
5333,E. Hestad,5000.0,2500000.0,2495000.0
5334,Fernando,1000.0,3800000.0,3799000.0
5335,S. Adamyan,7000.0,2300000.0,2293000.0
5336,Fede,7000.0,2400000.0,2393000.0
5337,Nathan Otávio,6000.0,1400000.0,1394000.0
5338,M. Wittek,5000.0,2200000.0,2195000.0
5339,Rafa Navarro,10000.0,2100000.0,2090000.0
5340,N. Taylor,11000.0,1300000.0,1289000.0
5341,M. Schäffler,6000.0,1800000.0,1794000.0
5342,E. Ávila,11000.0,2500000.0,2489000.0
5343,A. Mazzotta,3000.0,1400000.0,1397000.0
5344,P. Frankowski,5000.0,2400000.0,2395000.0
5345,P. Budkivskyi,5000.0,2200000.0,2195000.0
5346,J. Flum,10000.0,1300000.0,1290000.0
5347,Y. Ngbakoto,13000.0,2100000.0,2087000.0
5348,R. Bonevacia,6000.0,1900000.0,1894000.0
5349,K. Shibasaki,7000.0,1100000.0,1093000.0
5350,D. Lainez,14000.0,2900000.0,2886000.0
5351,M. Navarrete,2000.0,1700000.0,1698000.0
5352,F. Valiani,2000.0,575000.0,573000.0
5353,J. Maghoma,16000.0,1700000.0,1684000.0
5354,Alex López,4000.0,1600000.0,1596000.0
5355,Hernán,6000.0,1800000.0,1794000.0
5356,A. Werner,15000.0,2000000.0,1985000.0
5357,B. Bjarnason,11000.0,1600000.0,1589000.0
5358,Pichu Atienza,6000.0,1700000.0,1694000.0
5359,F. Campos,4000.0,2100000.0,2096000.0
5360,Christian Rivera,4000.0,2400000.0,2396000.0
5361,Johannesson,5000.0,2000000.0,1995000.0
5362,C. Acevedo,7000.0,2100000.0,2093000.0
